방문지역,연령대,관광지,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
강릉,20대,합계(중복제외),30.02,1.59,1.76,5.81,1.04,1.94,0.64,0.3,33.84,10.49,4.2,2.48,1.14,0.87,2.02,1.61,0.24
강릉,20대,강릉교동,25.13,1.62,1.71,4.8,0.84,2.01,0.52,0.27,29.12,21.1,4.73,1.78,0.9,0.83,2.66,1.55,0.43
강릉,20대,강릉역앞,29.57,1.72,1.97,6.95,1.32,2.51,0.64,0.25,33.98,8.99,4.26,2.18,1.07,0.64,2.4,1.47,0.07
강릉,20대,강문해변,36.73,1.18,1.82,5.77,0.85,2.15,0.52,0.27,34.93,5.37,3.37,2.44,1.03,0.58,1.55,1.38,0.06
강릉,20대,경포호,30.08,1.3,1.39,6.17,0.87,1.86,0.67,0.34,37.71,6.28,5.34,2.81,1.16,0.75,1.75,1.34,0.17
강릉,20대,도깨비촬영지,28.07,1.75,1.97,9.21,0.66,1.75,0.66,0,31.8,10.96,4.61,3.95,0.44,1.32,1.1,1.54,0.22
강릉,20대,안목해변,33.91,1.18,1.35,5.66,1.13,1.76,0.55,0.24,35.82,8.09,3.68,1.85,1.11,0.67,1.44,1.39,0.18
강릉,20대,역전상권,29.63,2.23,1.76,6.12,1.06,1.49,0.69,0.27,31.81,14.2,2.55,1.91,1.44,0.74,2.34,1.33,0.43
강릉,20대,영진항,24.84,3.35,4.12,4.89,1.77,2.12,1.08,0.46,30,8.32,3.35,3.31,2.04,2.35,2.73,4.81,0.46
강릉,20대,오죽헌,14.87,0.86,0.65,4.96,0,2.16,0.43,0,28.66,34.05,7.11,1.29,0.65,0.65,2.59,0.86,0.22
강릉,20대,정동진,40.46,1.53,1.53,3.05,0.76,0.76,0,0,32.82,4.58,4.58,3.05,0.76,2.29,3.05,0.76,0
강릉,20대,주문진,27.81,1.96,1.31,6.53,1.44,2.22,0.65,0.13,32.64,10.97,4.57,3.52,0.91,1.17,1.7,1.96,0.52
강릉,20대,중앙로,26.65,1.79,1.87,5.9,0.88,1.79,0.54,0.24,28.33,20.18,3.4,2.25,1.02,0.73,2.62,1.51,0.29
강릉,20대,초당순두부마을,40.26,1.95,2.6,7.79,1.3,1.95,0,0,25.32,7.79,2.6,1.3,2.6,0,3.9,0.65,0
강릉,20대,포남시장,29.52,0.9,1.51,6.63,0.9,1.81,0.9,0.6,31.02,12.65,4.52,2.11,0.9,1.81,1.81,2.11,0.3
강릉,30대,합계(중복제외),31.95,1.61,1.39,5.63,0.8,1.56,0.72,0.67,34.84,10.22,3.33,2.54,0.77,0.71,1.68,1.37,0.22
강릉,30대,강릉교동,27.85,2.3,1.4,5.07,0.79,1.37,0.86,0.57,29.28,19.19,2.66,2.3,0.83,1.08,2.41,1.8,0.25
강릉,30대,강릉역앞,30.94,1.73,1.89,4.49,1.18,1.26,1.02,0.55,33.94,12.44,3.07,3.07,0.87,0.79,1.02,1.34,0.39
강릉,30대,강문해변,36.91,1.29,1.21,5.99,0.69,1.77,0.69,0.95,36.48,5.22,2.85,2.07,0.65,0.6,1.38,1.21,0.04
강릉,30대,경포호,31.85,1.58,1.44,6.14,0.68,1.69,0.98,0.68,38.26,5.09,4.47,2.83,0.68,0.75,1.46,1.26,0.14
강릉,30대,도깨비촬영지,29.07,3.52,0.88,6.61,2.2,2.64,0.44,0.44,36.12,8.81,2.64,0.88,0.88,0.44,3.08,1.32,0
강릉,30대,안목해변,35.45,0.91,1.12,5.89,0.74,1.19,0.28,0.81,36.71,7.61,3.23,2.31,0.74,0.67,1.09,1.16,0.11
강릉,30대,역전상권,29.92,2.08,1.73,5.72,0.52,1.04,1.39,0.52,28.71,17.52,2.86,2.69,0.78,0.78,2.17,1.3,0.26
강릉,30대,영진항,31.47,1.91,1.25,4.63,1.1,1.25,0.29,0.66,34.12,13.01,3.31,2.94,0.96,0.44,1.62,1.03,0
강릉,30대,오죽헌,22.76,0.81,0.81,2.44,0.81,0.81,0,0,26.02,30.08,1.63,0.81,0,0.81,4.88,6.5,0.81
강릉,30대,정동진,39.13,1.45,0,8.7,0,1.45,1.45,0,34.78,5.8,2.9,0,0,0,1.45,2.9,0
강릉,30대,주문진,31.8,2.51,0.7,6.69,0.42,1.39,0.42,0.14,36.12,9.76,3.77,2.51,0.56,0.7,1.81,0.56,0.14
강릉,30대,중앙로,27.92,1.73,1.85,4.5,0.88,1.77,0.85,0.54,32.81,15.85,2.62,2.77,0.69,0.73,2.27,1.69,0.54
강릉,30대,초당순두부마을,36.45,0.93,1.87,7.48,0.93,0,0,0.93,35.51,5.61,3.74,3.74,0,0,1.87,0.93,0
강릉,30대,포남시장,32.28,1.59,1.59,4.76,0.53,2.65,0,0.53,32.28,11.64,2.65,3.17,1.59,1.06,1.59,0,2.12
강릉,40대,합계(중복제외),27.02,1.24,1.43,5.82,0.71,1.56,0.81,0.48,37.59,12.34,3.27,2.31,0.87,0.73,1.92,1.61,0.28
강릉,40대,강릉교동,24.43,1.95,1.87,5.82,0.62,1.7,1.16,0.5,30.58,19.19,2.49,1.66,0.87,1.29,2.7,2.74,0.42
강릉,40대,강릉역앞,26.82,1.71,1.98,5.13,0.45,2.16,1.71,0.18,34.38,13.14,3.06,3.06,0.54,1.17,2.25,2.07,0.18
강릉,40대,강문해변,32.81,1.01,1.58,6.19,0.32,1.96,0.7,0.38,38.94,6.83,2.84,2.34,0.82,0.51,1.64,1.01,0.13
강릉,40대,경포호,28.09,1.29,1.66,6.26,0.9,1.42,0.78,0.78,42.28,5.36,3.85,2.29,0.78,0.81,1.78,1.39,0.27
강릉,40대,도깨비촬영지,22.56,1.22,0.61,10.37,0,1.22,1.83,0,39.02,9.15,5.49,3.66,0.61,0,3.05,1.22,0
강릉,40대,안목해변,30.71,0.66,0.81,4.94,0.58,1.58,0.31,0.66,43.03,7.42,3.51,2.09,0.7,0.31,1.31,1.12,0.27
강릉,40대,역전상권,25.34,1.38,1.59,4.35,0.85,1.17,1.48,0.42,31.07,22.69,3.08,1.7,0.64,1.17,1.38,1.59,0.11
강릉,40대,영진항,23.47,0.62,1.17,6.06,0.78,1.01,0.7,0.47,38.77,17.4,3.03,2.41,1.01,0.39,1.55,1.01,0.16
강릉,40대,오죽헌,27.87,4.92,0,5.74,0,0.82,1.64,0,25.41,17.21,1.64,1.64,3.28,1.64,1.64,5.74,0.82
강릉,40대,정동진,37.96,0.93,0,2.78,0.93,2.78,0.93,0,32.41,7.41,0.93,2.78,3.7,0,3.7,2.78,0
강릉,40대,주문진,22.94,0.8,1.01,7.04,0.7,1.41,0.3,0,40.34,10.56,6.44,2.82,0.91,0.91,2.31,1.01,0.5
강릉,40대,중앙로,23.71,1.75,1.83,4.6,0.94,1.79,1.22,0.33,29.53,21.67,2.69,2.53,1.02,1.06,2.32,2.69,0.33
강릉,40대,초당순두부마을,41.1,1.37,1.37,4.11,2.74,0,0,0,31.51,5.48,2.74,0,2.74,0,0,5.48,1.37
강릉,40대,포남시장,28.38,4.73,0.68,4.73,1.35,3.38,1.35,0.68,27.7,18.24,0.68,2.7,1.35,0.68,0.68,2.7,0
강릉,50대,합계(중복제외),26.38,1.95,1.54,5.97,0.76,1.81,0.91,0.37,34.86,13.02,3.32,2.29,1.09,0.94,2.54,1.94,0.31
강릉,50대,강릉교동,23.54,2.4,1.64,5.79,0.76,2.02,0.87,0.38,29.55,19.77,2.24,2.29,1.64,0.98,3.22,2.62,0.27
강릉,50대,강릉역앞,26.01,3.3,1.65,6.4,0.52,1.55,0.93,0.21,30.44,16.41,2.58,1.34,1.03,1.75,2.89,2.68,0.31
강릉,50대,강문해변,32.16,1.11,1.92,6.15,0.3,2.42,0.5,0.71,37.1,7.16,3.43,2.02,1.01,0.81,1.61,1.21,0.4
강릉,50대,경포호,28.84,1.63,1.93,6.89,1.16,1.97,1.24,0.51,38.04,4.28,3.55,2.52,1.2,0.94,2.57,2.57,0.17
강릉,50대,도깨비촬영지,26.72,2.29,2.29,9.16,0,2.29,1.53,0,37.4,7.63,3.05,1.53,1.53,0,1.53,3.05,0
강릉,50대,안목해변,31.48,1.63,1.26,6.31,1.07,1.35,0.56,0.14,39.33,7.1,3.27,2.1,0.79,0.7,1.73,1.03,0.14
강릉,50대,역전상권,24.04,1.5,1.23,5.46,0.55,1.23,1.23,0.27,26.23,25.96,3.42,2.05,1.37,0.41,2.6,1.78,0.68
강릉,50대,영진항,24.78,1.75,1.31,4.45,0.7,1.75,0.96,0.26,36.91,16.49,3.14,2.62,0.61,0.44,2.18,1.48,0.17
강릉,50대,오죽헌,21.37,1.53,1.53,7.63,0.76,0.76,1.53,1.53,29.77,22.14,1.53,2.29,3.05,0,0.76,3.82,0
강릉,50대,정동진,32.5,4.17,2.5,8.33,0.83,4.17,0,0,31.67,3.33,1.67,3.33,2.5,0,5,0,0
강릉,50대,주문진,20.61,2.09,1.57,5.83,0.52,1.57,0.87,0.09,41.91,11.74,5.91,2,0.78,1.13,2,1.39,0
강릉,50대,중앙로,24.16,2.49,1.58,5.89,0.57,1.96,1,0.33,26.12,21.82,2.25,2.3,1.34,1.63,3.4,2.34,0.81
강릉,50대,초당순두부마을,30.43,2.9,2.9,4.35,0,4.35,0,0,24.64,18.84,2.9,4.35,1.45,0,2.9,0,0
강릉,50대,포남시장,21.58,4.32,2.88,5.04,0.72,2.16,0,0,25.18,24.46,2.16,2.88,0,0.72,1.44,4.32,2.16
강릉,60대 이상,합계(중복제외),27.2,2.29,1.57,5.04,0.77,1.46,0.68,0.29,30.37,18.77,3.51,1.94,1.16,0.88,2.18,1.59,0.3
강릉,60대 이상,강릉교동,26.78,3.08,2.05,4.45,0.77,1.54,0.94,0.26,24.12,23.44,2.22,2.4,1.71,1.2,2.99,1.71,0.34
강릉,60대 이상,강릉역앞,24.93,2.9,1.93,4.44,0.29,1.55,1.45,0.19,23.09,28.6,2.9,1.84,1.35,1.16,1.74,1.45,0.19
강릉,60대 이상,강문해변,34.15,2.07,1.34,5.73,0.98,2.44,0.37,0.24,32.07,10.24,3.29,2.07,1.83,0.37,1.95,0.85,0
강릉,60대 이상,경포호,30.53,2.33,1.82,5.85,1.08,1.87,0.57,0.57,35.47,6.02,4.77,2.72,1.36,1.14,2.1,1.7,0.11
강릉,60대 이상,도깨비촬영지,34.88,2.91,0,5.81,1.16,1.16,0.58,0,30.23,9.88,2.33,1.74,0.58,0,2.91,4.65,1.16
강릉,60대 이상,안목해변,32.05,2.85,1.27,6.44,1.06,1.69,0.53,0.05,35.8,8.18,3.12,1.58,0.95,0.9,1.58,1.53,0.42
강릉,60대 이상,역전상권,25.81,1.61,1.91,4.4,0.73,0.59,1.03,0.15,22.73,30.35,2.35,2.05,0.73,1.17,2.05,2.2,0.15
강릉,60대 이상,영진항,26.17,1.66,1.06,4.54,0.91,1.06,0.91,0.38,32.68,19.82,3.71,2.04,0.76,0.45,2.34,1.13,0.38
강릉,60대 이상,오죽헌,35.9,2.56,1.28,3.85,0,2.56,1.28,1.28,19.23,24.36,0,1.28,1.28,2.56,0,1.28,1.28
강릉,60대 이상,정동진,34.09,3.03,4.55,9.09,1.52,3.79,1.52,0,24.24,0.76,4.55,0.76,1.52,2.27,4.55,3.79,0
강릉,60대 이상,주문진,24.32,2.09,1.3,4.04,0.46,1.04,0.33,0.26,37.22,15.58,6.32,1.96,0.91,0.39,1.56,1.96,0.26
강릉,60대 이상,중앙로,20.93,2.25,2.21,3.57,0.38,1.6,0.75,0.33,19.1,38.57,2.16,1.83,1.13,1.03,2.35,1.36,0.47
강릉,60대 이상,초당순두부마을,45.31,1.56,3.13,6.25,1.56,0,0,0,21.88,9.38,3.13,3.13,0,0,1.56,1.56,1.56
강릉,60대 이상,포남시장,23.85,2.75,2.75,5.5,0,0,0,0,30.28,18.35,1.83,0.92,0,2.75,5.5,3.67,1.83
경주,20대,합계(중복제외),14.09,13.9,12.55,2.8,2.02,2.37,8.22,0.43,13.59,1.44,1.84,1.89,1.41,1.78,12.22,9.19,0.27
경주,20대,경주박물관,25.68,6.08,14.86,2.7,0.68,2.03,2.03,0,25,1.35,3.38,2.03,0.68,1.35,6.08,4.73,1.35
경주,20대,경주시내,15.98,9.27,13.15,3.48,1.91,2.25,7.97,0.37,15.09,1.33,1.77,2.15,1.57,1.57,13.42,8.25,0.48
경주,20대,교촌마을,17.46,11.98,12.69,3.63,1.82,3.49,5.59,0.65,16.72,1.45,1.9,2.21,1.42,1.42,9.03,8.29,0.23
경주,20대,"김유신묘,벚꽃길",11.51,11.19,14.71,2.16,1.6,1.92,9.91,0.56,10.79,1.76,1.92,1.68,1.28,1.84,18.07,8.79,0.32
경주,20대,대릉원,21.43,0,7.14,0,0,7.14,14.29,0,28.57,0,0,14.29,0,0,7.14,0,0
경주,20대,동궁과월지,22.22,6.17,9.88,1.23,2.47,2.47,6.17,0,25.93,1.23,1.23,0,0,3.7,12.35,4.94,0
경주,20대,보문단지,14.2,15.15,11.98,2.67,2.18,2.41,8.35,0.44,13.36,1.42,1.87,1.82,1.47,1.97,10.76,9.71,0.25
경주,20대,불국사석굴암,13.94,12.69,13.75,3.18,2.46,1.93,10.13,0.48,14.91,2.07,1.78,2.46,1.5,1.3,9.26,8.01,0.14
경주,20대,양남주상절리,4.81,8.65,13.46,3.85,1.92,0,25.96,0,9.62,0,0.96,0.96,1.92,1.92,18.27,7.69,0
경주,20대,양동마을,12.31,4.62,18.46,1.54,0,3.08,9.23,1.54,9.23,1.54,0,0,1.54,0,32.31,4.62,0
경주,20대,엑스포공원,16.55,10.62,13.87,2.67,1.88,2.17,10.84,0.58,13.15,1.16,1.37,1.59,1.37,1.01,12.93,8.09,0.14
경주,20대,태종무열왕릉,17.05,12.41,10.79,3.48,1.51,1.86,5.22,0.58,17.4,1.86,2.67,2.32,1.86,2.9,8.35,9.63,0.12
경주,20대,포석정,15.34,12.7,14.02,4.5,1.32,1.06,7.14,0.53,17.72,2.91,1.06,2.12,1.32,2.12,7.94,7.94,0.26
경주,20대,풍산벚꽃길,7.46,7.23,13.15,1.84,0.24,1.42,6.04,0.3,7.52,1.66,1.3,1.78,1.01,0.89,43.48,4.32,0.36
경주,20대,황리단길,26.79,4.22,4.64,6.33,2.32,4.22,1.69,0.63,28.69,2.53,2.53,3.59,2.53,1.27,3.38,4.43,0.21
경주,30대,합계(중복제외),15.31,14.29,11.63,2.46,1.77,2.29,9.17,0.88,15.15,1.19,1.78,2.31,1.06,1.31,10.75,8.43,0.23
경주,30대,경주박물관,21.08,13.25,2.41,4.82,2.41,4.22,3.61,1.81,19.28,1.2,3.61,2.41,0.6,3.01,9.04,7.23,0
경주,30대,경주시내,17.71,9.24,9.71,2.48,2.57,2.57,8.19,0.48,18.67,1.24,1.71,2.29,0.76,1.05,12.95,8.1,0.29
경주,30대,교촌마을,19.45,12.48,9.66,3.3,2.26,2.64,5.75,1.22,18.84,1.37,1.79,3.11,1.37,1.04,7.25,7.96,0.52
경주,30대,"김유신묘,벚꽃길",9.61,14.41,13.35,0.71,0.71,2.31,16.01,0.53,10.32,1.25,1.25,2.31,0.18,0.71,18.15,7.83,0.36
경주,30대,대릉원,33.33,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0
경주,30대,동궁과월지,32.61,6.52,6.52,2.17,0,4.35,2.17,0,17.39,2.17,0,2.17,0,2.17,4.35,17.39,0
경주,30대,보문단지,15.83,14.85,11.37,2.51,1.83,2.38,9.04,0.92,15.59,1.22,1.78,2.3,1.12,1.4,9.13,8.53,0.2
경주,30대,불국사석굴암,14.44,13.93,11.96,2.18,1.93,1.93,11.25,0.81,15.4,1.27,1.67,2.63,1.01,1.27,9.37,8.51,0.46
경주,30대,양남주상절리,1.33,13.33,13.33,4,0,1.33,32,0,2.67,5.33,0,1.33,0,1.33,13.33,10.67,0
경주,30대,양동마을,8.21,14.93,13.43,0.75,0.75,0,19.4,0.75,1.49,1.49,0.75,0.75,0,0,28.36,8.21,0.75
경주,30대,엑스포공원,17.26,15.13,12.31,2.56,1.39,1.81,10.76,0.75,13.8,1.01,1.39,2.4,0.69,1.12,9.06,8.47,0.11
경주,30대,태종무열왕릉,22.31,12.07,7.61,3.41,2.36,1.57,4.72,0.52,23.62,1.57,2.62,0.52,0.52,1.05,7.09,8.14,0.26
경주,30대,포석정,22.37,13.24,9.59,3.65,0.91,0.91,11.42,0,15.98,0.46,0,3.2,1.37,0.91,7.76,8.22,0
경주,30대,풍산벚꽃길,6.3,6.01,14.52,0.93,0.58,1.75,6.82,0.76,6.76,0.93,2.22,1.98,0.35,0.58,44.55,4.55,0.41
경주,30대,황리단길,27.92,6.67,5,2.5,1.25,1.67,2.5,0.83,28.33,2.92,5.42,2.5,1.25,0.83,3.33,5.83,1.25
경주,40대,합계(중복제외),14.06,13.95,11.51,2.67,1.57,2.27,9.26,0.87,17.02,1.24,1.3,1.93,1.14,1.11,12.38,7.5,0.21
경주,40대,경주박물관,20.8,7.2,7.2,5.2,3.2,2.8,5.6,0.8,28.8,3.2,0.8,1.6,2,0.8,4.8,5.2,0
경주,40대,경주시내,11.42,10.69,14.49,1.9,1.61,2.49,10.25,0.73,14.35,1.9,0.88,1.46,0.88,1.02,19.33,6.44,0.15
경주,40대,교촌마을,18.34,11.49,10.05,3.5,1.83,2.05,5.63,1.37,24.05,1.6,1.67,2.36,1.45,0.84,6.32,7.38,0.08
경주,40대,"김유신묘,벚꽃길",8.57,8.14,16.7,1.71,0.21,1.28,16.92,1.5,10.71,1.28,1.28,1.71,0,1.28,20.99,7.28,0.43
경주,40대,대릉원,18.18,18.18,0,0,0,0,18.18,0,9.09,9.09,0,0,0,0,27.27,0,0
경주,40대,동궁과월지,26.09,0,8.7,4.35,0,4.35,4.35,0,34.78,0,0,0,4.35,0,4.35,8.7,0
경주,40대,보문단지,15.17,14.69,11.01,2.86,1.7,2.36,8.93,0.94,18.28,1.26,1.32,1.96,1.26,1.15,9.06,7.84,0.23
경주,40대,불국사석굴암,16.56,12.73,11.97,2.51,2.13,2.57,13.22,0.66,16.56,1.75,1.09,1.91,0.82,1.37,7.6,6.5,0.05
경주,40대,양남주상절리,1.33,13.33,16,1.33,0,2.67,33.33,0,9.33,0,2.67,1.33,1.33,2.67,10.67,4,0
경주,40대,양동마을,8.66,12.6,12.6,2.36,0,2.36,9.45,0,3.94,0,0,3.15,0.79,0.79,39.37,3.94,0
경주,40대,엑스포공원,15.32,16.86,12.54,2.37,1.44,1.54,12.44,0.67,14.19,0.67,0.62,1.34,1.23,0.57,10.49,7.56,0.15
경주,40대,태종무열왕릉,17.73,8.64,7.27,2.27,1.82,4.09,10.45,2.27,21.36,2.73,0.91,2.27,0.45,1.36,7.73,8.64,0
경주,40대,포석정,18.06,14.19,6.45,3.87,1.94,1.29,10.32,0,14.19,3.23,4.52,4.52,0.65,1.29,11.61,3.23,0.65
경주,40대,풍산벚꽃길,4.18,5.34,12.89,1.29,0.17,1.16,5.78,0.39,6.29,0.91,0.91,1.42,0.6,0.6,53.97,4.01,0.09
경주,40대,황리단길,32.65,4.08,4.08,2.04,2.04,2.04,4.08,0,33.67,0,1.02,1.02,0,3.06,5.1,4.08,1.02
경주,50대,합계(중복제외),11.89,11.84,12.95,2.4,1.1,2.1,11.84,0.41,14.06,1.4,1.53,1.58,0.93,1.19,17.48,7.08,0.21
경주,50대,경주박물관,18.18,11.11,10.1,8.08,2.02,2.02,4.04,2.02,15.15,1.01,2.02,9.09,1.01,0,6.06,8.08,0
경주,50대,경주시내,11.64,9.05,19.61,1.94,0.22,0.86,12.72,0.86,10.99,1.51,1.29,1.72,0.43,1.08,20.26,5.39,0.43
경주,50대,교촌마을,17.86,11.39,12.59,5.44,2.04,1.7,5.78,0.51,18.2,1.19,3.06,1.53,1.36,1.7,8.84,6.8,0
경주,50대,"김유신묘,벚꽃길",7.96,12.11,17.99,2.42,0,2.08,10.38,0.35,10.38,1.04,1.73,1.38,1.38,1.38,21.11,7.96,0.35
경주,50대,대릉원,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0
경주,50대,동궁과월지,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0
경주,50대,보문단지,13.47,12.65,12.53,2.49,1.24,2.35,12.21,0.44,15.83,1.53,1.64,1.78,0.99,1.34,11.95,7.31,0.24
경주,50대,불국사석굴암,12.05,13.18,11.49,2.54,1.76,2.11,19.73,0.28,13.18,1.76,1.69,1.41,0.92,1.2,7.75,8.67,0.28
경주,50대,양남주상절리,5.63,15.49,14.08,2.82,2.82,0,26.76,0,9.86,0,0,0,1.41,0,12.68,8.45,0
경주,50대,양동마을,8.74,4.85,8.74,0.97,0,1.94,11.65,0,5.83,0,0.97,0.97,1.94,0.97,47.57,4.85,0
경주,50대,엑스포공원,12.29,16.27,16.68,2.12,0.57,2.6,13.26,0.16,13.83,1.3,0.9,0.9,0.98,0.41,9.52,8.14,0.08
경주,50대,태종무열왕릉,14.29,13.57,12.14,4.29,0,2.86,5,1.43,17.14,0,2.86,4.29,0,0.71,13.57,7.86,0
경주,50대,포석정,7.96,13.27,12.39,1.77,2.65,0,13.27,0,15.93,0.88,2.65,1.77,0.88,0.88,15.93,9.73,0
경주,50대,풍산벚꽃길,2.79,4.61,12.19,1.36,0.25,0.96,5.36,0.21,5.65,0.86,0.68,0.75,0.29,0.54,58.83,4.47,0.21
경주,50대,황리단길,30.23,9.3,13.95,2.33,2.33,2.33,2.33,0,20.93,6.98,0,2.33,2.33,0,2.33,2.33,0
경주,60대 이상,합계(중복제외),13.19,14.12,12.58,2.07,0.97,1.66,9.23,0.29,12.57,1.43,1.56,1.52,0.95,0.95,20.26,6.48,0.17
경주,60대 이상,경주박물관,21.6,11.11,8.02,4.32,3.09,1.85,4.32,0,16.67,3.09,3.09,1.23,0.62,0,10.49,9.88,0.62
경주,60대 이상,경주시내,10.63,9.76,14.97,2.17,0.22,1.08,12.58,0,11.06,0.87,0.87,2.82,0.87,0.65,25.38,5.86,0.22
경주,60대 이상,교촌마을,16.91,13.24,14.56,3.38,0.74,2.5,5,0.59,16.32,2.21,2.65,2.06,1.62,1.32,9.85,6.91,0.15
경주,60대 이상,"김유신묘,벚꽃길",13.17,16.05,18.52,0.41,0.82,1.65,5.76,0.41,9.05,1.65,1.23,0.82,0.41,0.82,21.81,7,0.41
경주,60대 이상,대릉원,28.57,0,28.57,0,0,0,0,0,14.29,0,0,0,0,0,14.29,14.29,0
경주,60대 이상,동궁과월지,0,0,10,10,0,20,10,0,20,0,0,0,0,0,30,0,0
경주,60대 이상,보문단지,15.71,15.27,12.42,2.38,1.15,1.91,8.95,0.35,14.66,1.62,1.75,1.71,1.14,1.02,12.91,6.87,0.17
경주,60대 이상,불국사석굴암,12.46,14.63,12.52,2.18,1.38,1.91,20.63,0.26,10.94,0.92,2.04,1.78,0.79,1.05,8.31,8.11,0.07
경주,60대 이상,양남주상절리,11.36,9.09,11.36,0,0,0,29.55,0,9.09,0,0,2.27,0,6.82,15.91,4.55,0
경주,60대 이상,양동마을,6.87,6.87,7.63,0.76,0.76,2.29,4.58,0,4.58,1.53,1.53,0,0,1.53,55.73,5.34,0
경주,60대 이상,엑스포공원,16.13,18.57,13.78,1.6,0.76,1.43,10.08,0.17,12.35,0.76,1.34,1.43,0.59,1.01,11.51,8.4,0.08
경주,60대 이상,태종무열왕릉,9.42,16.67,9.42,2.17,1.45,0,7.97,0,17.39,2.17,0.72,0.72,2.17,2.17,17.39,9.42,0.72
경주,60대 이상,포석정,7.28,26.49,17.22,1.99,0,0,13.25,0,7.28,1.32,1.32,2.65,0,0,11.26,9.27,0.66
경주,60대 이상,풍산벚꽃길,3.55,5.85,10.56,0.69,0.09,0.59,4.83,0.16,3.77,0.9,0.47,0.59,0.25,0.4,64.25,2.9,0.16
경주,60대 이상,황리단길,16.67,10,13.33,3.33,0,3.33,6.67,0,20,3.33,6.67,0,0,0,10,6.67,0
부산,20대,합계(중복제외),18.42,0,8.76,3.31,2.39,2.42,7.56,0.45,16.36,1.13,1.75,2.01,1.58,2.66,6.35,24.04,0.82
부산,20대,감천문화마을,29.31,0,6.9,1.72,0,3.45,1.72,0,27.59,0,0,5.17,0,5.17,3.45,15.52,0
부산,20대,"경성대,부경대역인근",7.71,0,7.24,1.46,0.91,1.32,13.66,0.25,6.14,1.23,1,1.12,0.89,2.85,9.56,43.24,1.41
부산,20대,광안리,19.83,0,9.77,4.02,2.78,2.9,5.43,0.56,19.04,1.17,2.01,2.21,1.84,2.73,6.1,18.93,0.68
부산,20대,국제시장.깡통시장,17.27,0,6.23,2.99,2.52,2.19,7.41,0.25,15.8,1.27,1.92,2.21,1.74,2.61,5.76,28.68,1.16
부산,20대,"남포동,광복동",16.98,0,7.83,3.32,2.46,2.36,6.66,0.38,15.51,1.33,2,1.94,1.52,3.07,6.7,26.87,1.06
부산,20대,다대포,12.94,0,9.3,1.95,1.95,1.64,6.85,0.39,10.32,1.1,1.24,1.55,1.13,1.8,6.82,40.29,0.73
부산,20대,대연역인근,12.52,0,6.66,2.2,1.5,1.7,10.95,0.33,10.35,1.56,1.33,1.8,1.33,3.99,8.09,34.05,1.63
부산,20대,동부산관광단지,12.78,0,9.95,2.28,1.17,1.56,16.51,0.33,13.12,0.67,1.28,1.56,1.5,2,7.28,27.02,1
부산,20대,렛츠런파크,5.48,0,4.5,2.54,1.76,0.98,5.48,0,5.48,1.57,0.39,2.15,0.2,0.98,6.26,61.64,0.59
부산,20대,미포.달맞이,25.84,0,9.95,3.68,2.28,2.41,6.38,0.4,19.32,1.08,1.71,1.53,1.45,2.16,5.06,16.23,0.52
부산,20대,범어사,9.21,0,4.28,2.36,1.28,1.93,8.14,0,10.49,1.93,2.14,1.5,2.36,3.64,5.78,43.68,1.28
부산,20대,보수동,21.57,0,6.61,3.49,2.24,1.87,6.73,0.37,18.45,1.25,2.12,2.24,1.25,1.5,3.37,25.44,1.5
